brand,model,model_year,mileage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price
Mercedes-benz,AMG C 43 Base 4MATIC,2018,41500,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,39848
BMW,750 i xDrive,2014,85095,Gasoline,Automatic,Black,Brown,At least 1 accident or damage reported,Yes,24900
Volvo,S60 T5 Premier Plus,2015,39000,Gasoline,Transmission w/Dual Shift Mode,Silver,Gray,At least 1 accident or damage reported,Yes,17900
Ford,F-350 Platinum,2019,112000,Diesel,Automatic,Black,Black,None reported,Yes,61995
Audi,A3 2.0T Premium,2016,90360,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,15499
Ford,Explorer Limited,2020,82146,Gasoline,Automatic,Gray,Ebony,None reported,Yes,30825
Ford,Mustang GT Premium,2020,16850,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,41000
Honda,S2000 Base,2003,101000,Gasoline,Manual,Silver,Black,None reported,Yes,28000
BMW,M235 i,2015,68750,Gasoline,Manual,Red,Black,None reported,Yes,25999
Dodge,Durango SLT,2004,143000,Gasoline,Automatic,Beige,Beige,None reported,Yes,3200
Nissan,Armada LE,2005,152270,Gasoline,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,6900
Chevrolet,Silverado 1500 RST,2020,19200,Gasoline,Automatic,Gray,Black,None reported,Yes,69999
Chevrolet,Impala Base,2004,64500,Gasoline,Automatic,Beige,Beige,None reported,Yes,5900
Toyota,Tacoma PreRunner,2011,149000,Gasoline,Automatic,Black,Beige,None reported,Yes,18995
Pontiac,Firebird Trans Am,1997,134033,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,7200
Ford,Escape SE,2017,71924,Gasoline,Automatic,Beige,Beige,None reported,Yes,13700
Jeep,Wrangler Unlimited Sport,2014,122200,Gasoline,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,21500
Land,Rover Range Rover Sport HST MHEV,2020,37248,Hybrid,Automatic,Silver,Black,None reported,Yes,54500
Chevrolet,Silverado 1500 Base,1999,88750,Gasoline,Automatic,White,Gray,None reported,Yes,6800
RAM,2500 SLT,2015,149130,Diesel,Automatic,White,Black,At least 1 accident or damage reported,Yes,35000
Toyota,Highlander XLE,2018,74000,Gasoline,Automatic,White,Black,None reported,Yes,27950
Ford,F-150 XLT,2019,44460,Gasoline,Automatic,Red,Gray,None reported,Yes,34500
GMC,Acadia SLE-2,2015,96000,Gasoline,Automatic,Blue,Beige,None reported,Yes,17000
Dodge,Charger R/T,2014,95000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17900
Land,Rover Range Rover Sport Supercharged HSE,2016,49799,Gasoline,Automatic,Brown,Brown,None reported,Yes,37500
Ford,Mustang GT,2006,27407,Gasoline,Manual,Silver,Red,None reported,Yes,21750
Jaguar,XK8 Base,1997,50000,Gasoline,Automatic,White,Beige,None reported,Yes,6000
Chevrolet,Corvette Stingray w/3LT,2021,2700,Gasoline,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,85950
Buick,Regal Turbo - Premium 1,2012,190000,Gasoline,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,6000
Audi,A4 2.0T Premium,2014,90236,E85 Flex Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,9999
Jeep,Gladiator Overland,2020,4000,Gasoline,Automatic,Silver,Black,None reported,Yes,50000
Land,Rover Range Rover Westminster SWB,2022,2220,Hybrid,Automatic,Blue,White,None reported,Yes,115999
GMC,Yukon XL Denali,2017,124000,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,32000
Ford,Ranger Lariat,2019,45163,Gasoline,Automatic,Red,–,None reported,Yes,35690
Volkswagen,Passat 2.0T SE,2020,49400,Gasoline,Automatic,Black,Brown,None reported,Yes,20900
Porsche,911 Carrera,2020,11256,Gasoline,Automatic,Red,Black,None reported,Yes,124900
Chevrolet,Corvette Stingray w/1LT,2021,13700,Gasoline,Automatic,White,Red,None reported,Yes,75000
Land,Rover Range Rover HSE,2011,174678,Gasoline,Automatic,Black,Black,None reported,Yes,9500
Lexus,RX 450h F Sport Handling,2022,1600,Hybrid,Automatic,White,Black,None reported,Yes,59000
Ford,Expedition Platinum,2020,69849,Gasoline,Automatic,Red,Ebony,None reported,Yes,48149
Toyota,Tacoma PreRunner,2008,160000,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,17000
Toyota,Mirai Base,2016,40000,not supported,Automatic,Silver,Black,None reported,Yes,9500
Ford,Explorer Sport Trac XLT,2007,228000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,3850
GMC,Sierra 1500 SLE1 Extended Cab,2008,187000,–,Automatic,Red,Gray,At least 1 accident or damage reported,Yes,6100
Mercedes-benz,C-Class C 300 Luxury,2015,102000,Gasoline,Automatic,Black,Black,None reported,Yes,17000
Cadillac,SRX Standard,2016,48000,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,24995
Chrysler,Town & Country Touring-L,2012,163500,E85 Flex Fuel,Automatic,Gray,Beige,None reported,Yes,5949
Porsche,911 Carrera,2023,1500,Gasoline,Automatic,Silver,Black,None reported,Yes,149000
Ford,F-350 Lariat,2018,66281,Diesel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,63500
Ford,F-150 XL,2014,27300,Gasoline,Automatic,Gray,Gray,None reported,Yes,21500
Mazda,CX-30 Base,2020,19319,Gasoline,Automatic,Snowflake white pearl,Black,At least 1 accident or damage reported,Yes,24899
Mercedes-benz,AMG G AMG G 63 4MATIC,2016,32936,Gasoline,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,90000
BMW,M4 Base,2017,30450,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999
Jeep,Wrangler Sport,2017,38200,Gasoline,Automatic,Red,–,None reported,Yes,29500
Jeep,Wrangler Sport,2020,26315,Gasoline,Automatic,Black clearcoat,Black,None reported,Yes,31871
Chevrolet,Silverado 1500 LS,2003,110000,Gasoline,Automatic,Green,Beige,None reported,Yes,8900
mini,Hardtop Cooper,2014,19700,Gasoline,Automatic,Silver,Black,None reported,Yes,13500
Honda,Element EX,2008,192000,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,11000
Porsche,911 Carrera 4S,2017,26000,Gasoline,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,116911
Subaru,Impreza Outback Sport Wagon,2008,98313,Gasoline,Automatic,Silver,Gray,None reported,Yes,7495
Cadillac,XT5 Premium Luxury,2021,66500,Gasoline,Automatic,Silver,Black,None reported,Yes,28500
Kia,Seltos S,2021,16100,Gasoline,Automatic,Blue,Black,None reported,Yes,25500
GMC,Yukon SLE,2016,83858,Gasoline,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,27633
Mercedes-benz,GLE 350 Base 4MATIC,2020,24108,Gasoline,Automatic,Black,Black,None reported,Yes,56000
Ford,Explorer XLT,2020,42609,Gasoline,Automatic,Magnetic metallic,Ebony,At least 1 accident or damage reported,Yes,32107
Subaru,Impreza 2.0i Premium,2017,160000,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,7750
INFINITI,QX80 Base,2017,121525,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,28500
Kia,Telluride S,2023,6423,Gasoline,Automatic,Gray,Black,None reported,Yes,42500
Pontiac,Solstice Base,2007,62310,Gasoline,Automatic,Gray,Black,None reported,Yes,12900
Mazda,Mazda6 Carbon Edition,2021,21444,Gasoline,Automatic,Polymetal gray metallic,Red,None reported,Yes,29995
Ford,Transit-350 Base,2015,112000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,29500
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,60000,Gasoline,Automatic,White,–,None reported,Yes,16500
Dodge,Dart SE,2013,153250,Gasoline,Automatic,Silver,Black,None reported,Yes,4399
Jeep,Wrangler Unlimited Sahara,2019,57000,Gasoline,Automatic,Gray,Black,None reported,Yes,39900
Chevrolet,Tahoe LTZ,2011,140401,E85 Flex Fuel,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,16000
Ford,F-150 Tremor,2023,5500,Gasoline,Automatic,Gray,Black,None reported,Yes,70000
Chevrolet,Corvette Stingray w/2LT,2022,2010,Gasoline,Transmission w/Dual Shift Mode,Gray,Brown,None reported,Yes,89000
Audi,A4 2.0T Premium,2013,96800,Gasoline,Automatic,Gray,Black,At least 1 accident or damage reported,Yes,11000
Cadillac,CTS Performance,2014,34988,Gasoline,Automatic,Red,Black,None reported,Yes,21500
Nissan,Frontier SV,2012,65750,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,15995
Chevrolet,Silverado 1500 LTZ,2019,56654,Gasoline,Automatic,Cajun red tintcoat,Jet black,None reported,Yes,43860
Lincoln,MKT Base,2016,140200,Gasoline,Automatic,Black,Black,None reported,Yes,10500
Chevrolet,Cruze LT Automatic,2016,122971,Gasoline,Automatic,Kinetic blue,Jet black,At least 1 accident or damage reported,Yes,12999
Nissan,Xterra S,2008,227010,Gasoline,Automatic,Gray,Gray,None reported,Yes,3850
Ford,F-150 Lariat SuperCrew,2004,271000,Gasoline,Automatic,Red,Beige,At least 1 accident or damage reported,Yes,9500
Dodge,Ram 2500 Quad Cab,2001,171079,Diesel,Automatic,Silver,Gray,None reported,Yes,27500
Audi,S4 3.0T Premium Plus,2014,102370,Gasoline,Automatic,Gray,Black,None reported,Yes,21373
Mercedes-benz,C-Class C 250 Luxury,2012,122000,Gasoline,Automatic,White,White,None reported,Yes,15000
Fiat,500X Trekking Plus,2016,48500,Gasoline,Automatic,Yellow,Brown,None reported,Yes,15999
Ford,F-150 XLT,2018,53500,Gasoline,Automatic,Brown,Beige,At least 1 accident or damage reported,Yes,31500
Ford,F-250 XL Crew Cab Super Duty,2004,315000,Diesel,Automatic,White,Gray,None reported,Yes,9200
Ford,E350 Super Duty Base,2006,158000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,8500
Kia,Sorento SXL,2019,43850,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,30000
Mercedes-benz,C-Class C 300 4MATIC Sport,2015,73500,Gasoline,Automatic,White,Black,None reported,Yes,19000
Nissan,Altima 2.5 SL,2014,153350,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,9000
Volkswagen,Tiguan 2.0T SEL Premium R-Line,2019,74000,Gasoline,Automatic,White,Silver,None reported,Yes,25500
BMW,328 i xDrive,2013,52000,Gasoline,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,17500
Nissan,Pathfinder S,2017,145000,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,8500
Subaru,Ascent Touring 7-Passenger,2020,40971,Gasoline,Transmission w/Dual Shift Mode,Blue,Brown,None reported,Yes,32500
Ford,E350 Super Duty XLT,2010,248000,E85 Flex Fuel,Automatic,Silver,Beige,At least 1 accident or damage reported,Yes,14000
BMW,M3 CS,2018,38000,Gasoline,Automatic,White,Black,None reported,Yes,60500
Acura,TLX V6 Advance,2016,128000,Gasoline,Automatic,Gray,Black,None reported,Yes,19500
Jeep,Wrangler SE,1999,137790,Gasoline,Manual,Red,–,None reported,Yes,12000
Ford,Edge Sport,2016,92000,Gasoline,Automatic,White,Black,None reported,Yes,19995
Porsche,911 Carrera Cabriolet,2001,21450,Gasoline,Manual,Black,Black,None reported,Yes,36000
Pontiac,G8 GT,2009,81327,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,17500
Mercedes-benz,E-Class E 350,2021,72836,Gasoline,Automatic,White,Beige,None reported,Yes,41000
Jeep,Commander Sport,2007,161900,E85 Flex Fuel,Automatic,Blue,Gray,At least 1 accident or damage reported,Yes,4800
Audi,A5 45 S line Premium Plus,2022,24500,Hybrid,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,47000
BMW,M550 i xDrive,2018,14993,Gasoline,Automatic,Gray,Black,None reported,Yes,44900
Volkswagen,Jetta 1.4T R-Line,2019,96000,Gasoline,Automatic,Orange,White,At least 1 accident or damage reported,Yes,14980
Cadillac,CTS 2.0L Turbo Luxury,2019,35566,Gasoline,Automatic,White,Beige,At least 1 accident or damage reported,Yes,26000
Lexus,IS-F Base,2008,113000,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,34000
Ford,Explorer XLT,2022,20678,Gasoline,Automatic,Red,Black,None reported,Yes,46000
Porsche,911 Turbo Cabriolet,2008,10900,Gasoline,Manual,Black,Black,None reported,Yes,129000
Buick,LaCrosse Leather,2012,19079,Hybrid,Automatic,Gold,Beige,None reported,Yes,15995
Mazda,RX-8 Sport,2008,155500,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,6800
Ford,Mustang GT Premium,2019,35500,Gasoline,Automatic,White,Black,None reported,Yes,32300
Mazda,Mazda6 Touring,2021,52253,Gasoline,Automatic,Snowflake white pearl,Black,At least 1 accident or damage reported,Yes,25215
Ford,Ranger Edge SuperCab,2004,110000,Gasoline,Automatic,White,Gray,At least 1 accident or damage reported,Yes,8500
Volkswagen,Golf GTI 2.0T SE w/Performance Package 4-Door,2016,59250,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,18999
Hummer,H2 Base,2008,155000,Gasoline,Automatic,Green,Black,At least 1 accident or damage reported,Yes,37000
BMW,X5 sDrive35i,2017,39250,Gasoline,Automatic,Black,Beige,None reported,Yes,28900
BMW,X3 xDrive30i,2020,23647,Gasoline,Automatic,Black sapphire metallic,Canberra beige,None reported,Yes,37998
Hyundai,Accent GLS,2014,127941,Gasoline,Automatic,Silver,Gray,None reported,Yes,7500
RAM,1500 Big Horn,2014,124000,Gasoline,Automatic,Black,Black,None reported,Yes,24850
Ford,Bronco Heritage Edition Advanced,2023,1500,Gasoline,Manual,Red,–,None reported,Yes,60000
mini,Countryman Cooper S ALL4,2014,70700,Gasoline,Automatic,White,Black,None reported,Yes,15750
Cadillac,Escalade Premium,2013,113395,E85 Flex Fuel,Automatic,Beige,Beige,At least 1 accident or damage reported,Yes,18800
Toyota,4Runner Limited,2014,65000,Gasoline,Automatic,Gray,Red,None reported,Yes,27999
Audi,A8 L 55,2019,23350,Hybrid,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,48000
Lexus,ES 350 Base,2019,39000,Gasoline,Transmission w/Dual Shift Mode,Black,Red,At least 1 accident or damage reported,Yes,34000
Toyota,4Runner Limited Nightshade,2019,48842,Gasoline,Automatic,White,–,At least 1 accident or damage reported,Yes,39857
Fiat,500 Sport,2015,47800,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,11500
Ford,Mustang GT,2006,16000,Gasoline,Automatic,Silver,Black,None reported,Yes,22000
Jeep,Wrangler Sport,2023,7102,Gasoline,Automatic,Bright white clearcoat,Black,None reported,Yes,40995
Jeep,Grand Cherokee Limited,2015,157000,E85 Flex Fuel,Automatic,White,Black,None reported,Yes,17000
Jeep,Compass Sport,2010,179700,Gasoline,Automatic,Black,Gray,At least 1 accident or damage reported,Yes,4500
Lexus,LS 430 Base,2006,170000,Gasoline,Automatic,Silver,Gray,None reported,Yes,7500
BMW,X5 xDrive50i,2011,110000,Gasoline,Transmission w/Dual Shift Mode,White,Blue,At least 1 accident or damage reported,Yes,12000
Porsche,911 Carrera,2016,22500,Gasoline,Automatic,Gray,Beige,None reported,Yes,78000
Ford,Focus ST Base,2013,20800,Gasoline,Manual,Yellow,Gray,None reported,Yes,19795
Volkswagen,CC Sport,2012,131986,Gasoline,Manual,White,Black,At least 1 accident or damage reported,Yes,9000
Volkswagen,Golf SportWagen TSI S 4-Door,2016,127770,Gasoline,Manual,White,Beige,None reported,Yes,13800
Porsche,911 Carrera S,2013,56985,Gasoline,Automatic,Blue,Gray,None reported,Yes,65900
Toyota,Prius Plug-in Base,2014,106000,Plug-In Hybrid,Automatic,Green,Beige,At least 1 accident or damage reported,Yes,11800
Ford,F-250 XLT,2019,92671,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,50000
Mercedes-benz,S-Class S 560 4MATIC,2019,49500,Gasoline,Automatic,Black,Beige,None reported,Yes,55900
Porsche,911 Carrera,2020,16741,Gasoline,Automatic,Green,Black,None reported,Yes,112500
Ford,Mustang GT,2011,133504,Gasoline,Manual,Black,Black,None reported,Yes,23500
Jeep,Wrangler X,2005,162482,Gasoline,Manual,Orange,Gray,None reported,Yes,11000
Lincoln,LS V8,2002,42000,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,11000
Mercedes-benz,C-Class C55 AMG Sport,2006,98300,Gasoline,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,15900
BMW,335 i xDrive,2013,82849,Gasoline,Automatic,Red,Black,None reported,Yes,19999
Porsche,911 Carrera 4S Cabriolet,2009,25500,Gasoline,Manual,Black,Black,None reported,Yes,79995
Kia,Forte LXS,2020,53452,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,16995
Chevrolet,Corvette Base,2004,40011,Gasoline,Automatic,Red,Black,None reported,Yes,23500
Hyundai,Santa Fe Sport 2.0L Turbo,2018,45800,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,20900
Kia,Sorento SX Prestige,2023,11100,Gasoline,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,40200
Ford,F-250 XL,2020,36000,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,44000
BMW,X5 xDrive35i,2013,69750,Gasoline,Automatic,White,Brown,At least 1 accident or damage reported,Yes,15999
Mercedes-benz,C-Class C 300 4MATIC,2021,19162,Gasoline,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,38500
Ford,Explorer XLT,2020,17000,Gasoline,Automatic,Blue,Black,At least 1 accident or damage reported,Yes,21000
Audi,A6 55 Premium,2019,10832,Hybrid,Automatic,Black,Black,None reported,Yes,42500
Toyota,Matrix XR,2004,173452,Gasoline,Automatic,Silver,Black,At least 1 accident or damage reported,Yes,4000
Ford,F-150 Lariat,2022,28000,Gasoline,Automatic,Black,Black,None reported,Yes,53500
Audi,Q8 3.0T Premium,2019,51984,Hybrid,Automatic,White,–,None reported,Yes,44870
Chevrolet,Corvette Stingray w/2LT,2020,8974,Gasoline,Automatic,Orange,Black,At least 1 accident or damage reported,Yes,79900
Scion,tC Anniversary Edition,2014,99999,Gasoline,Manual,White,Black,None reported,Yes,10998
Mercedes-benz,C-Class C 300,2017,59400,Gasoline,Automatic,Black,Black,At least 1 accident or damage reported,Yes,21000
Nissan,Murano SV,2020,47147,Gasoline,Automatic,Brilliant silver metallic,Graphite,None reported,Yes,23625
Ford,Mustang GT,2018,53782,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,29950
Ford,Taurus SHO,2011,160000,Gasoline,Automatic,Black,Black,None reported,Yes,4700
Chevrolet,Tahoe LTZ,2015,500,Gasoline,Automatic,White,Black,At least 1 accident or damage reported,Yes,37000
Dodge,Grand Caravan SE,2018,64000,E85 Flex Fuel,Automatic,White,Gray,None reported,Yes,35000
Hyundai,Elantra HEV Limited,2021,28600,Hybrid,Automatic,Gray,Black,None reported,Yes,23999
GMC,Canyon Denali,2019,26339,Gasoline,Automatic,Red,Black,At least 1 accident or damage reported,Yes,36750
Subaru,Impreza WRX,2008,148740,Gasoline,Manual,Black,Black,At least 1 accident or damage reported,Yes,14500
GMC,Sierra 2500 Denali,2021,16919,Diesel,Automatic,Black,Black,At least 1 accident or damage reported,Yes,73000
Chevrolet,Tahoe LS,2005,170000,Gasoline,Automatic,Silver,Gray,At least 1 accident or damage reported,Yes,9000
Mercedes-benz,SL-Class SL 550,2013,130000,Gasoline,Automatic,Gray,Beige,At least 1 accident or damage reported,Yes,26900
Dodge,Charger GT,2018,62197,Gasoline,Automatic,White knuckle clearcoat,Black,None reported,Yes,26691
Ford,F-150 XLT,2016,71000,E85 Flex Fuel,Automatic,Black,–,At least 1 accident or damage reported,Yes,24350
Lexus,NX 200t Base,2016,83400,Gasoline,Automatic,Blue,Brown,At least 1 accident or damage reported,Yes,22495
Cadillac,XT5 Base,2019,74414,Gasoline,Automatic,Black,Beige,None reported,Yes,26000
Ford,Mustang Shelby GT500,2010,29816,Gasoline,Manual,Black,Black,None reported,Yes,38000
Ford,F-250 Lariat,2015,68749,Diesel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,45000
BMW,325 i,2005,190395,Gasoline,Automatic,Black,Brown,None reported,Yes,5000
